Brand,RAM,Storage,Processor,ScreenSize,Price
Acer,4,1024,i3,15.6,62846.13
Acer,8,512,i5,15.6,66021.31
Asus,8,1024,i5,13.3,82054.96
HP,8,512,i3,15.6,48876.49
Asus,8,256,i5,14.0,57230.91
Dell,16,256,i5,14.0,70669.1
Acer,32,1024,i5,17.0,143144.01
Acer,4,1024,i3,17.0,66473.38
Dell,16,512,i7,14.0,97101.94
Asus,16,256,i5,13.3,74789.75
Lenovo,8,1024,i3,13.3,71935.77
Dell,4,512,i5,17.0,52006.61
Acer,8,256,i7,15.6,62630.1
Asus,8,512,i9,17.0,90503.3
Dell,32,512,i5,13.3,122967.41
Dell,8,256,i7,17.0,66974.22
Dell,32,512,i3,15.6,112535.41
HP,16,512,i7,14.0,98809.82
Dell,8,512,i3,13.3,51073.51
Asus,16,256,i9,15.6,95188.16
Asus,32,512,i5,13.3,123258.8
Dell,16,512,i7,17.0,96128.67
HP,4,1024,i9,17.0,96721.14
Asus,32,512,i7,15.6,133022.81
Acer,8,256,i3,17.0,40672.82
Dell,32,256,i7,13.3,129075.29
Dell,8,256,i7,17.0,65778.23
HP,32,1024,i5,14.0,147312.67
Asus,8,256,i5,14.0,57846.34
Acer,32,512,i9,14.0,151316.24
Lenovo,32,256,i7,15.6,123384.94
Lenovo,16,256,i5,17.0,70494.95
Asus,4,1024,i5,17.0,71367.54
Asus,32,512,i9,14.0,149239.77
Lenovo,8,512,i9,13.3,85299.57
Dell,32,512,i9,15.6,148021.8
Acer,32,512,i9,17.0,150415.08
Acer,8,256,i9,14.0,80698.51
Lenovo,32,256,i3,15.6,101010.33
HP,16,1024,i5,15.6,104101.88
Acer,32,512,i5,17.0,126527.18
Dell,4,256,i9,13.3,68540.87
HP,4,256,i5,13.3,46048.81
Asus,16,1024,i9,13.3,130038.02
Dell,32,1024,i7,15.6,159145.67
HP,4,1024,i3,13.3,66396.22
Asus,4,256,i7,17.0,58685.06
Acer,16,1024,i7,17.0,120597.73
HP,4,256,i9,17.0,65448.42
Lenovo,4,512,i7,15.6,63545.45
Acer,4,1024,i5,15.6,78429.85
Lenovo,4,256,i3,13.3,35653.26
Asus,8,256,i7,15.6,66411.58
HP,16,256,i9,15.6,101758.32
HP,16,512,i7,17.0,97186.97
Asus,32,256,i7,15.6,126830.71
HP,4,256,i7,14.0,57155.55
Asus,16,512,i3,15.6,73366.47
Asus,8,256,i5,13.3,56151.12
Lenovo,4,512,i9,13.3,76455.15
Acer,4,1024,i3,17.0,64029.48
HP,16,512,i5,13.3,81095.34
Lenovo,32,256,i5,13.3,111984.54
HP,32,256,i5,14.0,116924.09
Lenovo,32,512,i3,13.3,111441.45
Dell,16,512,i7,13.3,94030.65
Lenovo,8,1024,i5,17.0,86879.11
Dell,8,512,i3,14.0,53115.52
HP,8,1024,i3,17.0,71208.88
Asus,8,512,i9,14.0,85309.04
Lenovo,32,256,i3,17.0,103051.52
Lenovo,32,1024,i7,14.0,154363.44
HP,32,512,i3,14.0,115960.85
HP,4,256,i5,13.3,40881.36
HP,16,256,i3,17.0,64297.4
Asus,4,256,i3,14.0,34775.01
HP,8,1024,i7,15.6,93796.06
HP,4,512,i9,15.6,78039.84
Dell,4,256,i9,17.0,67802.9
Dell,8,1024,i3,13.3,76034.59
Lenovo,4,512,i7,17.0,67356.82
HP,4,512,i5,13.3,57324.13
Acer,8,1024,i7,17.0,99421.6
Dell,16,512,i5,13.3,82505.28
HP,16,512,i3,14.0,70711.82
Lenovo,4,512,i3,14.0,45199.24
Asus,8,256,i3,14.0,43841.07
Lenovo,16,256,i5,17.0,73798.92
Acer,8,256,i3,15.6,44999.4
Acer,8,1024,i9,13.3,107204.75
Lenovo,8,1024,i7,14.0,99459.96
Dell,4,512,i7,17.0,65602.83
Asus,8,1024,i9,17.0,105312.02
Acer,8,256,i7,13.3,62995.95
Lenovo,16,1024,i5,15.6,106177.61
HP,32,256,i5,17.0,116614.79
Dell,16,512,i7,17.0,99285.4
HP,4,512,i7,14.0,67433.9
Asus,4,1024,i5,14.0,73068.53
Asus,8,1024,i5,17.0,87372.46
Dell,4,1024,i5,13.3,72715.65
Asus,8,1024,i3,13.3,76323.8
Dell,4,1024,i5,15.6,76058.57
Lenovo,32,1024,i3,15.6,132386.21
Asus,16,256,i9,14.0,101188.95
Asus,8,256,i5,17.0,50382.94
Dell,4,1024,i9,17.0,96209.47
Asus,16,1024,i5,13.3,101131.44
Dell,32,1024,i5,14.0,147791.16
Dell,32,256,i9,14.0,135185.76
Acer,32,1024,i5,13.3,142860.93
Acer,16,512,i5,14.0,83961.06
Dell,4,256,i3,13.3,29400.58
Lenovo,16,1024,i9,14.0,131234.1
Dell,8,1024,i7,15.6,98041.6
Dell,16,256,i3,13.3,63502.41
Dell,8,256,i7,15.6,63378.06
Dell,32,1024,i5,17.0,146536.63
HP,32,256,i7,13.3,125600.6
HP,16,512,i9,17.0,111778.51
Asus,4,1024,i5,17.0,76640.97
Lenovo,4,1024,i7,17.0,89020.96
Dell,32,256,i5,13.3,110355.25
Asus,32,256,i7,14.0,124857.47
Dell,4,512,i5,13.3,57645.03
Acer,8,512,i7,13.3,77821.35
Asus,32,256,i9,14.0,138423.0
Dell,4,512,i7,14.0,67924.46
Dell,16,1024,i3,13.3,94688.75
Lenovo,4,256,i5,14.0,43963.47
HP,32,1024,i7,13.3,155907.4
Asus,8,256,i9,14.0,78045.49
Lenovo,16,512,i7,14.0,100479.44
Asus,32,256,i7,14.0,122609.67
Acer,32,256,i5,17.0,115631.83
HP,8,256,i3,15.6,40815.72
Asus,8,1024,i7,17.0,94579.36
Asus,4,512,i7,13.3,64998.71
Lenovo,4,512,i5,13.3,58441.85
HP,32,256,i7,17.0,127071.99
Lenovo,8,1024,i5,14.0,83334.13
Acer,4,256,i7,17.0,52820.73
HP,32,256,i9,13.3,141155.35
Asus,8,512,i7,14.0,80178.3
Dell,4,512,i3,17.0,40390.26
Acer,16,256,i9,14.0,95994.7
Lenovo,4,1024,i9,14.0,98218.66
Lenovo,8,1024,i9,15.6,111470.81
HP,4,256,i7,17.0,58343.6
Acer,16,512,i9,15.6,108335.02
Dell,32,512,i9,14.0,146400.27
Asus,8,256,i3,13.3,42792.97
Lenovo,16,256,i7,15.6,88433.26
Dell,8,256,i9,17.0,74535.17
Acer,16,256,i5,15.6,72459.67
Dell,4,512,i5,14.0,56179.01
HP,32,512,i3,15.6,111740.22
Dell,4,512,i5,17.0,53884.4
Acer,32,256,i3,15.6,103229.98
Dell,16,512,i3,15.6,75218.81
Asus,16,512,i3,14.0,72306.26
Dell,32,512,i9,13.3,148957.97
Lenovo,4,256,i9,17.0,69300.09
Dell,32,1024,i3,17.0,131325.43
Lenovo,4,1024,i9,15.6,100008.76
Acer,16,1024,i7,15.6,117387.0
Asus,4,1024,i3,13.3,64968.56
Asus,16,1024,i5,14.0,105049.19
Asus,32,256,i9,14.0,141148.59
Lenovo,32,512,i5,14.0,124438.74
Lenovo,4,1024,i3,14.0,63207.22
Lenovo,4,512,i5,15.6,54793.56
Asus,8,1024,i5,14.0,86667.28
Asus,16,256,i9,15.6,94533.88
Lenovo,16,256,i9,17.0,97041.19
Lenovo,32,256,i3,15.6,103575.32
Dell,32,1024,i7,15.6,155007.43
Asus,4,512,i5,14.0,53071.01
Asus,32,1024,i3,13.3,128975.08
Asus,8,1024,i3,15.6,75071.06
Lenovo,32,1024,i9,15.6,171336.82
Dell,16,1024,i7,14.0,118879.33
Dell,16,512,i7,14.0,93093.18
Lenovo,4,1024,i7,14.0,86831.86
Acer,32,512,i9,17.0,146844.06
Lenovo,16,1024,i9,14.0,132504.93
Asus,32,256,i5,17.0,111145.02
HP,16,512,i7,15.6,98032.29
Acer,8,256,i7,14.0,68688.77
HP,8,256,i3,13.3,45393.01
Dell,4,512,i9,14.0,75565.5
HP,8,1024,i5,13.3,87249.29
Dell,32,256,i7,17.0,126661.57
Asus,32,256,i9,15.6,135875.27
Dell,4,1024,i7,15.6,84740.82
Dell,8,1024,i5,15.6,86786.61
Asus,8,512,i3,14.0,51017.81
HP,8,256,i9,14.0,75421.15
Lenovo,4,512,i7,15.6,64771.78
Lenovo,4,512,i9,17.0,79158.38
Asus,16,512,i5,15.6,87304.41
HP,4,1024,i9,13.3,95676.46
Dell,16,256,i5,14.0,75351.26
Acer,32,512,i3,17.0,116185.98
Asus,32,1024,i7,13.3,157338.12
Asus,32,256,i5,17.0,115461.6
Acer,16,256,i7,13.3,89436.17
Dell,16,256,i7,13.3,82331.48
HP,8,256,i9,15.6,76965.37
Dell,4,512,i5,15.6,56782.12
Acer,4,1024,i3,15.6,66327.4
Dell,4,1024,i9,17.0,96432.83
HP,8,512,i3,17.0,52113.46
Lenovo,16,1024,i9,17.0,125377.94
Lenovo,4,256,i5,17.0,47608.99
Acer,32,1024,i9,13.3,167504.92
Dell,16,1024,i5,14.0,103855.56
Acer,16,512,i7,15.6,92803.68
HP,4,512,i3,14.0,41612.58
HP,4,1024,i3,17.0,66327.04
Lenovo,4,256,i3,14.0,32711.29
Acer,32,256,i9,14.0,139962.43
Lenovo,16,1024,i9,17.0,129599.1
Lenovo,4,256,i9,15.6,64496.62
Dell,16,512,i7,17.0,93813.22
HP,4,256,i9,14.0,65194.32
HP,32,256,i3,15.6,103677.27
HP,8,1024,i5,17.0,88036.16
HP,32,512,i3,15.6,109569.58
HP,4,1024,i7,14.0,82974.67
HP,32,256,i5,13.3,115121.27
HP,32,256,i5,15.6,116571.82
Asus,32,1024,i5,17.0,146264.82
Acer,8,256,i9,15.6,76308.05
Dell,16,512,i5,13.3,81316.69
Dell,8,1024,i5,13.3,86152.13
HP,8,256,i7,14.0,62693.69
Dell,16,256,i3,15.6,59003.08
Asus,4,512,i7,17.0,65836.41
Acer,8,256,i9,17.0,75006.7
Asus,4,1024,i7,14.0,89789.57
Lenovo,4,1024,i9,17.0,102079.14
Dell,4,256,i3,17.0,35731.32
Lenovo,8,512,i3,13.3,51517.99
Acer,16,256,i9,14.0,98382.67
HP,16,256,i5,14.0,74884.78
Asus,8,512,i7,15.6,76006.61
Asus,4,1024,i7,17.0,87526.91
Acer,4,512,i3,17.0,46044.12
Acer,8,512,i5,14.0,62502.18
Dell,16,256,i9,15.6,94555.23
HP,8,512,i3,15.6,52200.58
HP,32,1024,i9,15.6,168697.87
HP,16,1024,i7,14.0,114197.59
Dell,32,256,i7,14.0,127608.08
Dell,4,256,i5,17.0,40297.79
Dell,8,1024,i7,15.6,93650.45
Asus,16,256,i7,17.0,83897.36
Asus,4,256,i5,14.0,45732.08
Acer,32,1024,i7,17.0,159815.16
HP,32,512,i7,17.0,136075.3
HP,4,256,i3,15.6,30707.06
Acer,32,1024,i5,13.3,148692.56
Acer,4,256,i3,15.6,35972.67
Dell,16,256,i7,14.0,88375.38
Dell,16,1024,i3,13.3,92678.94
Dell,16,1024,i7,17.0,116537.3
Acer,8,512,i7,17.0,73333.66
Acer,4,512,i3,14.0,44128.09
HP,4,256,i7,14.0,57007.38
Asus,32,512,i3,14.0,115497.13
Dell,32,512,i9,14.0,149230.16
Dell,8,1024,i3,15.6,74406.9
Acer,16,512,i5,17.0,81923.19
Acer,8,1024,i9,17.0,105853.06
Acer,8,256,i7,17.0,69313.76
HP,32,1024,i9,17.0,167357.22
Asus,8,1024,i7,14.0,96453.67
HP,4,256,i7,17.0,55976.99
Asus,4,1024,i3,15.6,64431.29
HP,32,1024,i3,15.6,132260.08
Lenovo,4,256,i7,17.0,56145.77
HP,16,1024,i7,15.6,120071.24
HP,16,1024,i5,14.0,104759.1
Dell,4,256,i9,17.0,70656.67
Asus,8,1024,i3,17.0,76641.29
Lenovo,8,1024,i9,14.0,110356.48
Lenovo,4,256,i7,17.0,55149.57
Acer,4,256,i5,13.3,41428.42
HP,32,256,i7,14.0,124825.2
Lenovo,8,256,i9,15.6,78563.6
Dell,4,512,i5,14.0,56830.03
Dell,32,1024,i7,17.0,157667.36
Acer,4,1024,i7,17.0,87572.36
Asus,8,256,i5,13.3,52846.93
Asus,8,512,i3,14.0,50737.44
HP,4,1024,i7,17.0,83040.2
Acer,16,1024,i7,14.0,113484.97
Lenovo,32,1024,i3,15.6,133689.91
Dell,32,1024,i5,15.6,147487.59
HP,32,1024,i7,15.6,153481.37
HP,32,256,i9,17.0,136164.87
Dell,8,512,i9,14.0,90232.08
HP,32,1024,i7,15.6,156179.04
Lenovo,8,1024,i9,13.3,108516.91
Asus,4,512,i5,15.6,58226.67
Dell,8,1024,i3,17.0,72989.09
HP,32,1024,i7,14.0,159979.03
HP,16,512,i7,14.0,97821.59
Dell,32,1024,i5,15.6,142061.15
Asus,8,256,i3,13.3,40983.12
Dell,4,1024,i5,17.0,72354.89
Acer,8,256,i5,15.6,58210.65
Acer,16,512,i3,13.3,72622.6
Dell,4,256,i3,13.3,33506.19
Asus,8,256,i9,17.0,77272.92
Acer,4,512,i9,15.6,81226.29
HP,16,256,i3,13.3,64342.46
Asus,32,512,i3,13.3,110869.72
Asus,4,256,i3,14.0,33385.0
Acer,16,1024,i5,14.0,104913.39
Dell,8,256,i5,13.3,52892.17
Acer,8,512,i9,14.0,89054.08
HP,16,256,i7,15.6,88134.4
Asus,16,1024,i9,15.6,129000.41
Lenovo,16,256,i3,13.3,59745.85
HP,32,512,i9,13.3,145130.79
Asus,32,512,i7,14.0,136354.36
Dell,8,512,i3,13.3,53448.03
Asus,16,1024,i3,15.6,96757.86
Acer,16,512,i5,17.0,84525.01
Asus,32,512,i3,13.3,113724.04
Acer,32,256,i5,13.3,116261.29
Asus,4,1024,i3,14.0,61453.58
Dell,16,512,i3,15.6,70237.54
Dell,8,512,i5,17.0,60520.81
Lenovo,4,512,i3,17.0,45135.72
Dell,8,256,i3,17.0,38635.92
Dell,16,1024,i3,14.0,92015.1
Acer,4,512,i3,15.6,40655.3
Asus,8,256,i5,14.0,51707.04
Lenovo,32,256,i5,17.0,111696.95
Dell,16,512,i7,15.6,100366.42
Acer,4,512,i3,17.0,38787.53
HP,8,512,i5,15.6,65482.03
Dell,4,512,i5,14.0,57155.71
HP,32,256,i9,15.6,134600.76
Lenovo,16,256,i3,14.0,60200.49
Acer,4,1024,i5,17.0,77010.15
Asus,8,512,i9,17.0,84561.64
Asus,32,512,i9,14.0,150835.82
Acer,16,1024,i5,15.6,104935.91
Asus,8,256,i9,17.0,80303.11
Dell,32,512,i7,14.0,133993.49
Lenovo,32,256,i3,17.0,102098.35
Lenovo,32,1024,i5,14.0,148193.18
Lenovo,4,512,i7,14.0,66791.26
Dell,16,1024,i7,17.0,117302.06
Asus,4,512,i9,15.6,80123.1
Acer,32,1024,i5,14.0,145522.53
HP,4,256,i9,15.6,64931.86
Lenovo,4,512,i7,13.3,62679.55
Asus,16,256,i3,17.0,64329.58
Lenovo,32,256,i5,15.6,114344.24
Acer,32,1024,i9,17.0,165737.13
Acer,4,1024,i3,17.0,60059.93
Lenovo,16,512,i3,17.0,73723.9
HP,16,512,i3,14.0,76448.99
Lenovo,16,256,i9,14.0,100388.27
Dell,16,512,i5,15.6,84856.79
Acer,4,256,i7,17.0,59957.81
Dell,8,512,i9,15.6,90777.42
Lenovo,16,1024,i9,13.3,128132.56
Asus,16,256,i9,14.0,99424.64
HP,8,256,i9,14.0,79373.64
Lenovo,4,1024,i5,14.0,71071.69
Asus,8,256,i9,15.6,75136.66
Acer,8,256,i9,17.0,78822.13
Asus,32,256,i5,17.0,116097.44
Acer,32,1024,i7,15.6,156762.38
HP,8,256,i9,15.6,75043.93
Asus,4,1024,i9,14.0,96663.05
Asus,32,256,i9,15.6,138993.48
Lenovo,32,256,i7,14.0,127588.81
Lenovo,32,1024,i3,14.0,133548.22
Dell,4,512,i7,17.0,65067.06
Acer,4,512,i7,17.0,64033.27
Lenovo,8,256,i5,17.0,57035.14
HP,32,512,i5,15.6,122488.88
Acer,16,256,i9,14.0,101974.46
HP,16,512,i9,17.0,108077.92
Asus,8,512,i3,17.0,54783.89
Acer,32,256,i7,17.0,123312.14
Lenovo,32,256,i5,15.6,116603.87
Lenovo,16,256,i3,13.3,65648.0
Dell,16,256,i3,13.3,58766.1
Dell,16,256,i7,17.0,90106.4
Asus,8,1024,i7,14.0,97411.55
HP,16,1024,i9,17.0,127346.15
Asus,4,1024,i5,14.0,76704.53
Lenovo,8,256,i5,13.3,57379.14
Dell,8,1024,i9,15.6,107896.14
Dell,32,1024,i9,13.3,168004.59
Lenovo,8,512,i9,17.0,91697.26
Asus,8,256,i3,15.6,38506.96
Lenovo,4,256,i5,17.0,47151.29
Dell,4,1024,i9,17.0,98868.84
HP,32,256,i5,14.0,111633.77
Acer,32,256,i3,13.3,102829.01
Lenovo,32,512,i9,15.6,151580.9
Acer,32,256,i9,17.0,135356.65
Asus,32,256,i7,13.3,125795.24
HP,16,1024,i9,13.3,125425.57
Asus,8,256,i3,14.0,44347.17
HP,4,1024,i3,15.6,61082.34
HP,32,256,i5,13.3,115696.26
Asus,8,256,i5,15.6,52665.44
HP,32,1024,i3,13.3,130783.23
HP,16,512,i5,15.6,81751.66
Asus,32,512,i9,14.0,145923.27
Asus,16,256,i9,15.6,98021.48
Asus,4,256,i3,17.0,30983.44
Dell,4,512,i3,15.6,41043.59
Asus,8,1024,i9,13.3,109135.33
Asus,4,256,i3,13.3,28356.57
Dell,4,1024,i3,13.3,63370.49
Dell,8,1024,i7,13.3,97367.19
Lenovo,16,512,i7,15.6,98929.82
HP,8,1024,i3,13.3,71262.87
Lenovo,8,1024,i9,15.6,111140.75
HP,8,256,i3,15.6,45348.11
HP,32,1024,i9,17.0,171675.49
Dell,4,512,i3,14.0,38917.91
HP,4,256,i7,17.0,54782.83
Asus,16,256,i9,14.0,94570.06
HP,16,256,i7,14.0,82766.06
Acer,32,256,i7,17.0,127128.62
Dell,16,256,i9,14.0,99508.61
Acer,4,256,i7,15.6,53493.75
Asus,16,256,i3,17.0,60037.22
Acer,8,256,i5,13.3,51766.12
Dell,16,256,i3,17.0,62397.06
Acer,8,512,i7,17.0,80247.77
Lenovo,32,256,i7,14.0,125653.43
HP,8,1024,i5,15.6,88865.73
Asus,32,1024,i9,17.0,171148.8
HP,4,256,i3,17.0,33438.75
HP,4,1024,i9,15.6,101231.34
Lenovo,4,1024,i9,17.0,95462.14
HP,4,1024,i9,14.0,101631.91
HP,16,512,i9,14.0,106000.22
Dell,4,512,i3,14.0,41490.21
Lenovo,4,512,i5,14.0,50741.92
HP,32,512,i5,13.3,121412.5
Dell,8,1024,i9,17.0,106908.7
Acer,8,1024,i7,13.3,100061.47
Lenovo,16,256,i7,14.0,85530.41
Asus,8,512,i9,17.0,89624.05
Acer,8,512,i7,17.0,75469.07
Asus,16,1024,i3,14.0,89525.84
HP,8,1024,i5,17.0,82074.57
Asus,32,1024,i7,14.0,159927.76
Asus,8,256,i3,14.0,39290.83
Acer,4,512,i9,13.3,79391.86
Acer,8,1024,i5,17.0,82140.98
Lenovo,32,1024,i9,13.3,167937.27
Dell,8,256,i9,15.6,80421.93
HP,16,1024,i3,15.6,92165.76
HP,4,1024,i5,15.6,72941.57
Lenovo,16,1024,i9,17.0,129091.65
Dell,8,1024,i9,17.0,110962.1
HP,8,512,i5,17.0,62575.11
Lenovo,32,512,i7,17.0,136577.05
Lenovo,32,1024,i5,13.3,142252.4
Lenovo,32,1024,i7,13.3,156366.04
Lenovo,32,256,i5,17.0,115761.47
Lenovo,16,256,i9,14.0,98506.53
Asus,8,512,i5,15.6,64766.31
Dell,32,512,i9,13.3,151505.0
HP,32,1024,i9,13.3,166848.79
Acer,8,256,i7,15.6,64926.08
Asus,8,512,i9,17.0,90613.05
Dell,32,256,i5,15.6,117408.85
Dell,4,256,i9,14.0,64852.23
Asus,4,256,i7,17.0,59606.84
Acer,16,256,i9,15.6,101141.57
Asus,4,512,i3,13.3,40120.95
HP,32,512,i3,15.6,112234.62
Asus,32,1024,i3,14.0,129177.22
Lenovo,32,1024,i9,15.6,169613.94
HP,32,1024,i9,13.3,166530.61
HP,16,512,i7,13.3,98202.27
Dell,4,1024,i5,17.0,75502.56
Dell,16,512,i3,15.6,75588.94
HP,4,512,i7,13.3,63477.15
Acer,8,1024,i3,14.0,76207.54
HP,32,256,i9,13.3,142002.95
Lenovo,32,1024,i3,15.6,134277.04
Lenovo,16,512,i7,14.0,93273.39
Acer,4,256,i9,14.0,66098.92
Asus,8,256,i3,15.6,39635.27
Lenovo,32,512,i5,17.0,123850.12
Asus,4,256,i9,17.0,69113.91
Acer,16,1024,i5,15.6,107091.61
Asus,8,1024,i5,14.0,87798.53
Asus,4,1024,i9,13.3,100062.28
HP,16,512,i3,15.6,71824.76
Asus,32,256,i9,13.3,135741.53
Lenovo,4,1024,i7,14.0,85976.41
Acer,4,512,i3,15.6,39367.04
Lenovo,16,1024,i3,14.0,89118.2
Acer,32,1024,i7,13.3,153733.37
Dell,8,256,i9,17.0,75224.67
Lenovo,4,256,i3,15.6,31336.84
Asus,32,512,i7,15.6,139933.05
HP,4,256,i5,15.6,46413.65
Asus,4,256,i3,13.3,32339.41
Asus,4,512,i5,17.0,55725.66
Dell,4,1024,i9,13.3,96192.18
Acer,8,256,i5,17.0,52886.62
HP,32,256,i3,13.3,101493.03
Lenovo,8,1024,i7,17.0,96097.87
Dell,4,1024,i5,14.0,72180.65
Dell,16,1024,i7,14.0,119327.12
Acer,16,1024,i9,15.6,131152.65
Asus,8,512,i5,14.0,60813.98
Acer,8,256,i9,13.3,80738.9
Asus,32,256,i9,15.6,136107.04
HP,32,256,i7,13.3,126529.59
HP,4,512,i7,17.0,69300.61
Dell,8,256,i9,14.0,79105.68
Dell,4,512,i9,14.0,80764.3
HP,8,1024,i7,17.0,97477.25
Asus,4,1024,i9,17.0,101380.12
HP,16,512,i7,14.0,98306.59
Asus,4,256,i5,15.6,45855.6
HP,8,512,i9,17.0,87553.68
Lenovo,16,256,i9,13.3,98009.89
Acer,4,256,i3,14.0,32119.23
Acer,32,256,i5,17.0,113386.64
Dell,8,256,i9,14.0,75334.62
Acer,16,256,i3,13.3,66112.98
Lenovo,32,256,i7,17.0,129582.35
HP,32,1024,i5,13.3,147279.5
Asus,32,256,i7,14.0,126400.5
Acer,8,512,i5,17.0,63645.9
Asus,16,1024,i3,13.3,93238.39
Asus,16,256,i7,17.0,82448.89
HP,8,1024,i9,17.0,110628.67
Asus,4,256,i3,13.3,35468.95
HP,16,256,i3,13.3,61935.96
HP,32,1024,i3,14.0,134059.85
Acer,16,512,i5,14.0,80510.71
HP,16,1024,i7,13.3,117047.55
Dell,32,256,i3,17.0,98248.05
Lenovo,4,256,i3,17.0,30266.12
Asus,4,1024,i9,14.0,102096.51
Acer,32,512,i7,13.3,139527.75
Acer,16,1024,i5,14.0,104041.9
Lenovo,8,1024,i5,17.0,84646.28
Lenovo,4,1024,i5,17.0,76530.7
Asus,32,512,i3,14.0,110505.86
Acer,4,512,i7,13.3,69161.51
Dell,8,256,i5,13.3,52886.12
HP,8,1024,i9,17.0,112919.65
Asus,4,1024,i9,15.6,100048.57
Asus,16,256,i7,17.0,85448.32
Dell,32,512,i9,17.0,149137.07
HP,4,256,i9,14.0,69811.66
Acer,16,512,i7,17.0,98041.61
Lenovo,8,1024,i9,14.0,105518.02
Dell,16,256,i5,15.6,70458.12
Lenovo,8,512,i7,17.0,72615.39
Asus,16,1024,i5,17.0,104389.8
Lenovo,32,512,i3,15.6,113599.9
HP,4,1024,i5,17.0,76185.38
Lenovo,8,512,i5,14.0,65636.58
Dell,16,512,i7,14.0,99232.12
Dell,8,1024,i7,14.0,96762.03
Acer,32,512,i7,14.0,136613.66
Acer,32,256,i5,15.6,117666.65
Dell,32,1024,i9,15.6,170369.66
HP,32,512,i3,15.6,109541.52
Lenovo,4,256,i7,14.0,54553.77
Acer,8,256,i9,14.0,77426.01
HP,8,512,i5,14.0,64301.14
HP,32,1024,i9,17.0,166515.18
Asus,8,512,i9,14.0,85352.36
Dell,16,1024,i3,14.0,94066.13
Acer,4,512,i9,15.6,74872.32
Asus,32,1024,i5,14.0,141980.17
Acer,32,512,i5,14.0,127507.99
Asus,4,256,i3,15.6,33848.02
Asus,16,256,i5,17.0,75129.89
Acer,8,256,i5,15.6,55892.66
Asus,16,256,i5,15.6,71443.88
Asus,8,1024,i9,13.3,112876.65
Dell,8,1024,i3,13.3,72594.85
Lenovo,4,512,i5,14.0,57637.17
Asus,16,256,i5,14.0,74783.24
Asus,16,256,i7,15.6,84604.74
HP,32,512,i5,15.6,127758.78
Lenovo,16,256,i7,14.0,87453.46
Lenovo,8,1024,i9,17.0,109431.48
HP,16,256,i3,13.3,62849.03
Asus,4,256,i9,14.0,64359.35
Acer,32,512,i3,14.0,113307.1
Lenovo,8,512,i7,15.6,74515.82
Dell,8,256,i5,13.3,57887.91
HP,8,1024,i5,17.0,82506.41
Asus,4,256,i7,17.0,53451.25
HP,8,256,i7,15.6,67241.21
Lenovo,32,256,i7,14.0,129554.26
Lenovo,8,256,i3,15.6,41405.67
Asus,8,512,i3,15.6,56013.3
Acer,16,512,i9,15.6,111462.49
Lenovo,32,1024,i3,14.0,132429.68
Lenovo,4,1024,i5,15.6,78578.35
Lenovo,32,1024,i5,14.0,142164.79
Acer,32,512,i3,15.6,116439.85
Acer,16,512,i7,14.0,96733.66
Asus,8,256,i5,13.3,53631.78
Dell,8,512,i7,15.6,78045.07
Acer,4,256,i7,14.0,59193.51
Acer,32,256,i7,17.0,123593.05
Lenovo,4,256,i3,17.0,36237.5
Dell,8,1024,i9,17.0,107389.88
Acer,32,1024,i3,15.6,135523.93
Asus,4,1024,i9,15.6,99191.53
Dell,32,1024,i7,17.0,157450.06
Lenovo,16,1024,i9,14.0,132522.29
Lenovo,4,1024,i9,17.0,98808.56
Dell,8,512,i3,14.0,52596.11
Acer,16,1024,i3,17.0,95622.43
Dell,8,512,i3,13.3,56111.81
HP,32,1024,i9,15.6,167580.77
Dell,16,1024,i5,17.0,104883.36
Dell,8,256,i3,15.6,39138.49
Asus,32,512,i3,14.0,114119.7
Dell,8,256,i7,14.0,68734.67
Lenovo,32,512,i3,13.3,111405.1
Dell,8,1024,i5,14.0,82999.76
Lenovo,32,512,i5,13.3,127834.46
Dell,8,1024,i3,13.3,71346.88
Asus,8,1024,i5,13.3,87770.68
Asus,4,512,i7,14.0,66584.55
Lenovo,8,1024,i9,14.0,112035.21
Dell,16,512,i5,13.3,87207.62
Dell,16,1024,i7,13.3,120832.55
HP,8,256,i5,13.3,55209.45
Dell,16,512,i5,17.0,81041.87
Dell,4,1024,i3,14.0,59455.05
HP,32,256,i3,15.6,105722.01
Asus,8,256,i5,17.0,56694.19
Lenovo,32,256,i5,15.6,112271.81
Lenovo,4,256,i5,14.0,40714.57
Acer,32,256,i7,17.0,127031.34
Lenovo,8,512,i9,17.0,88009.0
Asus,32,512,i5,14.0,121982.48
Asus,16,512,i9,17.0,111945.71
Asus,16,1024,i9,15.6,126803.55
Asus,16,256,i9,15.6,99955.58
Acer,4,512,i7,17.0,68354.29
Acer,4,1024,i7,14.0,88030.12
Asus,4,512,i9,15.6,81916.0
Lenovo,32,512,i9,15.6,149893.6
Dell,4,1024,i7,13.3,89913.84
Dell,16,512,i9,14.0,111808.82
Dell,8,1024,i9,17.0,111623.51
Lenovo,4,1024,i5,13.3,77455.08
Lenovo,16,512,i7,13.3,92984.7
Lenovo,16,512,i5,17.0,80637.33
Asus,8,1024,i7,14.0,94569.4
Lenovo,8,256,i7,15.6,65162.0
Asus,32,512,i9,15.6,148162.6
Acer,8,256,i5,17.0,52922.06
Asus,16,256,i9,13.3,98058.45
Dell,16,512,i9,15.6,107094.39
HP,8,1024,i7,14.0,93571.42
Dell,8,1024,i5,13.3,86925.11
Dell,8,1024,i3,14.0,70798.44
