Temperature,Humidity,WindSpeed,Pressure,Rainfall
30.27,99.54,21.55,1015.79,84.4
29.24,87.17,15.86,993.94,79.2
31.93,40.13,25.28,1010.24,53.35
27.36,96.49,21.01,990.58,89.66
28.16,87.39,27.55,1012.55,78.66
34.08,70.0,20.89,999.94,72.27
37.66,84.63,6.92,1016.83,62.31
22.97,52.95,24.48,1003.75,65.8
21.11,82.36,21.24,1010.43,71.7
28.1,79.88,6.11,1009.12,63.07
29.99,91.2,1.76,1013.16,68.26
27.5,99.03,18.63,1018.71,82.01
23.64,76.86,28.31,991.07,89.68
22.95,86.03,21.76,1019.04,74.31
31.56,80.08,18.5,1012.81,69.08
39.17,65.82,1.37,1003.71,56.95
29.07,86.15,12.76,1015.6,68.98
22.72,77.37,12.59,991.2,75.99
30.87,95.95,27.97,1017.43,83.13
38.81,89.34,12.11,1019.25,65.59
32.02,89.2,20.01,1005.76,86.61
26.19,57.88,1.25,997.01,47.62
24.97,94.1,28.69,1010.21,93.75
34.57,63.22,16.84,1016.62,62.52
34.8,80.24,19.64,995.07,79.43
23.19,76.49,3.88,998.34,63.23
30.13,54.7,5.2,1004.04,54.22
29.26,57.24,3.23,1017.37,39.88
28.8,56.96,14.02,1009.19,52.24
38.45,75.31,5.96,1014.58,59.76
35.68,89.3,0.0,1006.01,66.98
35.59,97.84,23.74,993.3,98.28
22.11,94.18,21.9,990.82,92.72
31.74,57.82,25.75,1019.47,64.25
28.54,79.77,27.33,1009.57,84.44
22.08,60.24,1.43,1000.22,52.22
23.63,49.33,16.95,1013.53,47.09
34.81,90.24,17.46,1004.44,80.8
36.24,49.39,20.5,1005.55,61.4
33.4,92.48,14.47,1005.85,83.29
39.79,62.96,1.65,995.67,61.07
33.02,70.58,11.15,1011.06,59.33
29.95,54.01,16.68,1007.5,52.66
34.56,75.41,5.24,994.37,62.62
20.75,41.5,23.54,1012.03,55.76
25.94,91.3,13.15,1012.0,70.77
32.66,78.08,25.29,1000.28,78.45
32.08,46.79,8.58,993.8,56.39
25.74,67.92,14.73,1005.6,60.39
20.38,73.75,27.15,997.51,83.04
26.86,67.36,2.03,1004.57,58.22
29.46,98.68,1.09,1016.99,66.77
22.73,61.57,15.4,1011.82,60.86
30.58,67.85,17.28,1018.43,58.74
39.5,71.5,22.4,992.74,74.6
36.35,44.31,11.46,1013.81,46.37
35.89,96.74,12.21,996.25,83.73
37.96,99.31,6.42,1004.72,82.3
37.94,65.73,12.0,1017.96,57.65
27.87,94.28,1.35,1018.43,67.71
28.86,53.13,7.75,1003.16,53.75
31.1,92.13,5.57,1004.56,75.31
21.92,94.4,4.53,1007.36,69.33
30.91,80.32,19.88,1008.53,77.94
26.02,56.46,29.18,1017.99,63.68
24.09,59.13,13.8,1005.83,54.94
39.68,98.03,14.99,993.71,91.94
23.1,40.23,26.17,1018.16,54.2
33.48,81.23,15.14,1019.8,61.88
20.52,45.53,6.51,991.46,49.63
23.11,73.43,20.66,1002.7,75.46
24.63,74.65,14.38,1016.47,58.37
35.37,87.62,15.87,1010.3,76.41
35.24,86.11,17.17,991.32,86.89
28.57,43.21,5.09,990.09,54.9
31.53,77.69,10.6,1001.44,73.06
35.32,70.5,6.18,997.33,66.15
38.39,85.13,2.8,996.6,66.0
28.19,76.07,21.55,1002.52,74.29
23.87,56.17,26.28,991.61,70.12
30.65,49.86,24.67,991.88,73.5
32.09,69.18,26.91,998.91,79.04
20.28,66.52,21.1,1002.05,75.41
26.32,74.17,8.44,996.81,71.06
38.66,82.44,6.97,1018.62,57.21
39.34,83.25,19.35,997.78,86.15
27.37,77.69,28.23,1009.91,82.8
29.31,96.34,16.02,998.62,90.8
33.29,56.37,4.35,1017.14,38.74
22.2,88.67,7.49,1010.55,64.71
32.63,54.94,26.89,1018.68,58.22
33.98,48.22,3.72,1000.07,47.44
30.95,64.79,17.71,1004.67,64.41
35.02,74.15,19.9,999.59,78.05
39.87,71.04,24.02,1006.44,74.85
33.05,73.09,15.94,1009.98,69.38
32.98,43.9,15.45,1011.87,45.45
30.59,59.35,22.64,993.95,76.08
27.46,66.39,8.65,1003.68,63.13
20.78,77.85,7.8,1008.98,62.62
22.61,51.98,23.94,994.32,69.47
22.91,56.32,23.95,1007.57,66.41
24.78,56.44,8.4,992.84,60.47
20.89,66.19,3.08,1012.4,49.39
29.72,82.61,0.44,1001.97,63.07
38.63,46.25,26.27,997.55,62.92
35.44,84.69,28.63,1016.02,80.09
32.24,46.1,6.04,992.95,54.85
26.88,40.72,10.25,1010.17,39.52
36.0,68.04,18.5,1018.09,57.35
26.1,86.78,17.23,1008.47,78.19
20.66,55.54,11.48,1016.37,45.94
34.1,73.59,28.71,999.23,86.45
27.78,59.5,5.46,1018.7,50.07
22.11,72.08,20.0,1004.26,69.73
26.81,60.34,10.45,990.44,64.88
33.48,75.11,29.18,1009.74,80.1
26.56,47.44,7.33,1004.27,46.05
35.34,57.72,7.91,998.71,59.46
23.44,53.07,18.41,991.86,62.31
29.08,66.69,25.77,1005.24,70.72
38.64,72.13,17.05,1011.56,70.38
24.06,84.35,1.9,1019.2,58.39
27.07,48.13,12.35,1015.85,50.12
34.89,80.14,1.07,1015.55,61.02
30.79,97.36,18.79,992.82,93.18
37.5,69.88,9.3,1012.17,61.53
20.98,96.85,8.01,1010.59,72.75
24.94,76.55,7.68,1003.31,67.21
39.29,89.98,16.79,1017.67,69.62
30.87,64.44,19.5,1002.75,64.1
34.02,60.16,5.91,1003.49,57.59
20.66,67.76,27.01,993.66,84.06
34.02,49.97,27.58,1012.69,57.96
28.43,58.68,18.79,1019.31,59.23
23.48,52.83,8.18,1011.67,44.81
31.61,97.05,23.85,1004.66,93.62
23.0,97.55,6.11,1013.99,66.53
27.41,63.63,25.05,1015.94,61.57
22.52,98.11,19.24,1017.96,84.07
24.47,42.67,8.42,996.21,46.52
29.66,93.01,21.59,998.19,86.11
26.48,61.82,18.75,991.07,67.9
20.38,88.79,9.89,998.07,80.94
27.58,66.51,6.09,996.3,57.18
28.52,63.33,24.48,1001.95,68.76
32.32,65.99,19.7,1011.67,65.37
22.29,40.84,1.08,992.43,47.36
26.18,69.57,29.41,1004.44,73.17
31.73,87.31,24.55,994.11,91.77
37.12,75.54,14.37,1018.36,58.87
30.36,64.65,17.54,1000.71,71.74
21.26,93.22,27.34,1003.26,87.27
37.34,64.79,18.7,1000.02,68.15
25.72,85.88,24.69,1011.97,80.36
21.91,99.58,2.49,1016.51,70.41
23.71,58.86,23.19,1010.74,67.61
31.85,99.43,8.0,1016.64,68.48
27.94,61.38,4.37,1019.22,50.08
37.26,97.32,25.17,1007.11,89.02
35.01,85.49,20.71,1000.55,81.54
32.9,53.79,16.36,1011.53,50.55
25.52,61.29,14.21,1006.36,63.41
21.66,84.18,13.16,1013.72,64.81
37.32,40.6,3.41,1005.27,34.48
34.01,59.89,22.74,992.1,69.14
30.01,91.82,7.2,1012.21,73.32
25.35,57.73,25.32,1009.42,64.84
25.8,49.55,29.11,1010.79,62.7
24.56,92.31,1.81,1018.59,59.16
22.76,56.07,7.04,1016.33,45.44
23.87,79.74,5.3,994.31,74.24
22.79,83.64,6.16,991.25,76.4
38.66,49.48,10.74,1003.5,54.17
22.96,95.05,7.81,990.2,84.19
26.85,40.12,12.22,1014.11,43.68
39.41,89.82,15.82,998.95,78.49
26.92,82.32,28.72,1001.06,83.56
37.8,42.13,19.52,1012.99,49.68
21.51,93.21,22.96,1000.33,92.54
27.2,63.07,29.21,1000.24,74.95
29.32,45.9,18.47,1006.21,52.84
39.87,75.95,23.38,1003.51,74.23
36.95,64.14,4.91,1013.75,49.51
24.56,43.98,24.47,992.31,61.06
31.13,45.65,2.7,1011.42,37.9
24.53,89.76,6.02,1007.87,70.81
39.59,73.19,20.87,998.79,75.99
32.5,80.88,11.25,1003.64,72.86
26.32,46.64,13.82,1001.91,56.34
22.82,69.32,13.81,991.45,74.1
26.88,65.48,20.49,1004.19,67.93
29.43,52.14,29.44,1009.63,60.5
32.85,46.24,11.09,1016.0,47.89
23.63,97.49,3.96,1000.61,77.56
33.81,94.07,18.17,1012.9,77.63
31.87,48.63,2.07,1001.63,41.93
25.81,51.5,16.67,990.65,65.57
27.96,64.46,7.03,1014.51,50.82
35.42,95.94,26.23,993.84,101.44
21.8,85.67,29.62,1012.03,81.64
37.35,65.63,23.3,1006.61,70.64
22.07,71.17,12.6,1017.89,60.75
33.83,61.51,19.12,1002.14,62.15
21.9,58.38,28.52,1004.17,67.33
38.27,73.97,14.12,1018.34,61.74
34.75,67.36,18.83,992.87,74.1
24.68,42.82,5.14,1009.83,41.63
35.77,63.86,21.93,1005.29,68.84
26.73,61.35,0.76,993.92,53.62
26.11,89.42,25.4,1003.86,90.1
23.81,62.35,17.0,1015.19,55.12
38.29,86.39,28.48,995.95,91.9
28.77,50.11,10.65,1019.74,40.02
20.62,76.24,16.18,1009.55,65.46
29.3,82.09,3.86,1011.71,57.81
23.43,82.28,1.5,996.16,68.07
35.8,91.83,0.69,1012.76,68.81
33.76,86.38,27.85,1003.2,89.09
39.62,62.61,13.26,1009.2,55.76
33.53,79.56,3.16,1016.03,59.57
26.78,51.1,22.84,998.27,67.48
36.79,66.49,29.33,999.01,79.82
30.6,84.14,25.26,1013.42,83.27
20.58,98.63,8.73,1012.14,76.53
32.85,96.53,19.15,1005.54,86.0
32.3,45.68,18.52,1001.24,61.05
33.46,81.16,11.78,994.71,72.47
39.46,90.81,12.16,1006.64,80.54
27.23,94.82,25.44,990.02,94.72
26.78,57.87,1.22,996.91,47.9
32.1,79.87,26.42,997.53,83.13
32.25,65.69,23.69,1002.26,72.24
36.15,94.46,1.8,1009.11,64.21
34.98,70.97,10.6,1007.64,65.06
34.48,94.91,9.75,991.21,85.78
25.0,97.38,19.9,997.12,89.86
20.21,83.46,12.18,996.18,79.09
23.93,74.02,17.76,1009.69,71.61
31.99,45.34,25.25,995.27,67.96
21.76,47.5,12.65,1009.31,44.51
31.29,88.75,21.86,1015.77,76.59
37.28,68.9,19.09,1016.48,59.94
30.89,78.9,0.62,1015.43,55.38
39.49,68.15,23.03,994.16,73.87
27.98,72.37,26.62,991.42,87.77
33.95,88.52,5.25,1017.32,68.39
34.48,81.68,1.08,998.55,67.45
27.1,41.77,2.75,997.87,40.87
32.66,80.77,17.92,1003.31,73.61
33.43,83.36,21.91,994.64,86.67
27.38,83.43,3.63,1015.38,56.76
23.58,47.47,16.26,1016.04,44.07
27.63,75.99,2.43,995.68,69.2
39.56,66.47,6.52,991.52,64.81
22.72,88.31,14.34,1000.67,81.38
23.56,85.28,8.69,1006.01,68.0
24.66,44.97,5.8,1006.72,38.95
20.9,46.34,6.8,1017.69,40.64
29.7,47.07,10.08,990.09,56.58
22.36,41.25,5.24,1015.4,36.83
25.04,45.87,18.67,1013.1,52.6
37.85,50.15,10.29,990.26,54.83
25.19,98.04,21.35,1002.73,89.93
28.41,95.39,15.66,992.2,89.66
30.99,90.49,5.4,1014.51,68.52
28.6,50.44,11.51,1007.58,54.12
30.26,62.98,23.49,1017.09,67.21
28.06,53.26,21.29,1004.46,59.14
29.97,81.93,1.17,1011.94,59.6
38.53,99.59,15.37,1012.35,79.85
36.88,57.46,13.25,995.28,58.9
32.34,42.04,27.57,1009.06,56.15
27.42,61.6,0.75,1005.98,50.45
31.06,47.94,13.62,1000.52,54.48
20.85,85.75,11.84,1011.78,69.74
35.15,49.41,10.56,1007.12,46.26
31.6,72.63,12.05,1008.12,67.76
32.89,88.29,10.95,1016.78,70.32
32.98,89.75,24.45,995.69,92.08
29.06,56.72,27.29,993.92,69.64
22.18,61.01,5.48,1004.1,53.02
27.9,77.72,9.79,998.3,71.64
20.01,62.33,11.01,1017.73,55.79
23.85,67.56,18.43,998.61,74.84
27.42,82.43,27.37,1018.71,81.08
32.74,52.31,27.22,1017.68,63.48
25.17,89.27,24.04,990.2,95.74
26.2,67.18,14.56,1006.9,63.98
38.73,51.82,9.98,1011.38,48.94
28.62,73.09,17.03,1011.75,62.78
24.51,47.98,5.68,1004.46,48.5
21.82,77.78,11.33,1014.07,61.48
30.39,63.93,12.71,997.05,62.61
28.82,99.1,3.73,1004.52,80.04
32.0,58.37,5.96,994.68,57.06
27.48,44.98,29.41,1018.88,51.79
38.49,82.55,6.07,1011.81,66.87
34.59,81.81,22.37,1000.86,84.57
25.84,52.94,1.35,1015.75,38.17
28.19,78.41,11.45,1015.45,60.11
33.4,97.42,6.84,1002.09,74.83
32.14,82.59,1.73,1003.51,63.15
29.75,62.58,28.75,999.17,72.16
39.7,73.33,5.99,1004.64,62.66
37.54,92.19,15.56,1017.74,70.38
33.32,63.64,28.36,1005.2,74.06
24.96,86.51,5.33,1019.23,64.22
28.04,55.73,8.24,1007.67,49.19
39.04,93.69,0.97,999.57,67.21
22.95,43.26,7.98,1008.32,44.67
23.4,89.67,9.34,1019.32,63.62
21.44,97.16,18.1,1013.64,79.01
21.07,55.16,16.07,990.81,63.17
31.86,78.95,9.97,999.84,71.98
29.02,53.71,0.17,1016.03,37.66
31.0,77.57,21.81,1009.79,78.19
37.4,45.51,26.43,1016.26,53.97
22.5,46.9,2.57,1006.33,45.88
24.62,71.05,25.73,1015.45,73.75
31.51,53.61,22.21,1003.31,62.42
31.63,87.0,7.43,1018.37,68.55
36.01,60.98,10.99,992.07,66.23
36.46,63.27,10.36,1006.89,62.74
39.01,65.33,17.35,999.27,65.73
23.51,93.05,16.75,1005.26,77.11
27.52,60.17,4.22,1000.48,54.84
34.36,98.34,7.99,1009.8,78.0
28.59,52.23,20.21,999.72,67.64
37.42,71.86,6.57,1018.37,57.34
24.31,62.02,6.47,1004.75,51.25
25.15,99.75,2.29,995.18,78.32
38.05,65.74,19.49,1015.93,61.92
23.64,68.78,23.59,1018.54,68.38
34.97,43.7,25.45,1010.42,61.13
20.51,79.39,19.26,1010.48,76.25
37.63,40.04,27.77,1018.46,48.81
36.03,79.72,16.84,991.36,82.47
21.18,70.35,11.22,1013.63,61.55
34.22,54.62,24.96,1002.88,66.98
30.9,79.58,23.54,1018.38,73.6
31.3,41.79,29.53,1019.08,50.74
40.0,99.97,14.17,1003.07,86.4
37.48,92.77,13.62,1018.33,69.76
23.59,40.55,19.64,990.4,64.73
25.53,98.05,16.95,1016.55,80.76
38.55,80.47,5.42,994.58,69.37
34.82,65.99,17.08,990.68,75.96
20.49,54.07,11.02,1002.3,58.7
34.82,81.02,20.26,991.34,88.18
29.99,96.33,4.58,994.28,75.07
37.57,81.69,24.8,991.24,91.06
32.52,52.39,25.33,994.5,66.55
31.6,71.99,24.71,999.37,79.59
26.45,72.74,24.02,1019.18,66.59
20.5,80.76,9.17,1012.03,69.09
36.7,98.68,20.59,995.57,89.72
29.82,64.49,26.82,1006.67,74.92
33.38,96.84,20.4,1004.09,88.51
36.61,86.45,18.16,998.78,86.11
31.89,96.3,28.89,1015.61,86.12
37.46,88.57,28.54,1018.0,79.73
35.95,92.88,29.27,1010.84,85.05
31.9,83.82,25.09,1019.39,79.72
39.99,89.55,10.21,1004.74,74.68
28.57,53.0,19.53,992.76,71.03
33.82,95.32,0.32,1004.83,68.99
31.19,88.76,27.06,1009.01,89.59
39.23,85.21,6.63,995.56,75.65
35.01,51.37,16.38,1003.0,53.97
25.58,97.05,19.66,1005.45,81.55
23.11,76.49,14.83,993.32,77.17
34.5,66.48,2.79,1014.15,47.73
32.3,88.39,16.69,1016.46,69.38
24.55,54.89,8.23,1014.19,44.61
35.52,54.2,21.26,1000.5,66.53
25.63,88.89,23.66,1005.03,86.57
33.76,51.04,22.9,1014.03,56.39
26.01,43.53,29.27,1008.37,56.38
23.51,84.86,8.31,1002.96,69.8
25.57,44.64,15.4,1018.19,41.93
23.4,74.55,1.46,1005.51,58.61
21.95,54.0,9.41,995.81,53.5
30.45,46.14,18.65,1017.98,50.13
34.37,90.75,3.18,1002.82,70.49
23.73,42.68,26.25,999.56,60.51
38.75,86.92,1.37,1019.34,60.35
31.59,66.66,18.05,1002.67,67.62
28.8,88.68,29.69,1002.73,94.79
27.17,47.53,3.32,998.68,42.01
20.07,58.04,0.6,1014.21,41.0
34.39,85.0,24.87,1013.57,82.1
24.77,95.69,22.23,1011.37,82.07
30.75,69.21,22.59,998.99,79.39
39.93,52.94,12.57,1014.73,50.02
35.7,94.1,8.99,1018.03,68.21
26.94,71.43,1.68,1001.55,55.58
30.19,86.48,13.67,993.42,82.04
24.75,53.97,6.84,991.67,57.04
23.38,55.79,15.59,997.11,61.83
31.41,47.03,19.48,1012.22,49.42
31.84,53.79,0.9,1013.57,40.06
23.73,60.09,12.64,993.9,67.5
33.98,90.23,18.8,1016.29,71.98
38.98,44.19,23.62,1007.21,57.69
31.36,98.84,5.93,1012.49,69.47
21.29,72.24,17.67,1009.34,64.0
20.81,56.52,19.73,1018.5,55.45
34.49,97.83,4.55,992.28,82.68
30.11,98.25,11.05,994.11,82.67
23.27,78.42,13.42,991.39,80.49
29.14,68.32,7.95,998.62,58.99
34.38,99.02,27.28,1000.66,92.93
38.83,77.53,10.04,991.05,71.82
21.53,67.92,1.35,1014.27,47.53
31.42,74.89,29.89,998.5,82.56
28.25,96.17,14.42,998.86,81.8
21.21,49.04,1.24,1018.88,39.28
38.11,91.28,23.55,1008.67,85.18
38.91,58.39,4.92,996.25,60.19
22.53,84.23,28.44,1010.42,87.39
34.41,45.32,4.72,1003.77,44.04
38.46,77.07,12.41,990.66,72.25
33.27,61.05,16.41,1009.13,60.64
33.6,96.98,10.27,1011.96,77.36
38.37,56.16,7.43,1013.56,45.01
34.21,94.13,17.43,1017.99,78.08
34.87,79.64,13.47,1000.99,73.03
31.36,51.85,28.73,1011.94,64.03
36.92,68.79,14.78,1005.63,62.69
37.28,46.52,9.86,1008.99,46.97
27.02,75.44,19.53,1017.46,67.41
24.02,70.79,8.68,1008.65,60.7
24.29,62.5,1.8,1007.47,53.0
35.05,79.24,16.83,999.8,71.83
25.08,52.72,22.59,998.78,64.62
38.16,70.88,13.67,1001.29,66.7
24.85,52.91,9.41,1011.0,44.85
35.03,43.49,3.88,1019.05,39.46
25.31,69.7,0.65,1014.66,49.27
39.41,91.79,3.07,1011.12,62.93
30.6,87.36,12.93,1008.94,69.07
21.58,63.02,9.68,1015.27,48.99
25.68,88.21,18.09,1019.91,68.52
23.97,40.6,19.27,1016.68,51.28
37.65,66.33,20.15,1008.0,67.93
26.91,62.29,3.97,1002.61,50.13
37.72,99.36,29.31,1019.34,85.06
32.78,84.98,12.5,995.64,77.59
38.47,62.0,25.59,990.01,78.12
24.11,94.35,28.88,994.02,98.5
33.88,75.46,19.12,1012.34,65.01
30.78,64.43,15.8,992.33,65.48
26.94,94.91,16.99,1005.32,79.0
21.22,54.67,22.38,1004.67,62.92
33.54,86.17,4.7,993.37,70.28
35.03,73.32,27.23,990.6,86.49
36.38,79.36,11.1,1018.55,64.5
39.78,68.36,14.98,1011.6,62.71
23.93,97.87,21.1,1009.17,89.1
22.95,62.11,27.34,1018.76,60.69
26.15,77.77,10.05,1004.88,62.56
37.37,52.75,26.46,1006.96,64.98
26.98,61.19,14.24,1018.24,54.69
39.82,86.37,14.53,1018.52,73.73
32.78,64.62,20.03,1010.41,68.82
37.18,93.92,19.71,999.53,87.48
24.47,91.24,10.07,1018.67,70.07
30.78,87.53,0.67,992.18,70.51
21.17,89.48,5.57,1009.91,65.45
25.49,96.48,24.73,1013.55,87.49
38.11,51.4,6.58,995.32,55.31
32.36,55.49,18.03,1001.33,66.97
23.3,82.36,28.55,1017.94,80.45
30.93,61.78,28.88,1018.38,62.16
22.67,58.54,28.34,1008.02,71.27
25.32,45.7,22.87,1012.58,54.74
20.71,75.0,16.28,997.75,72.92
20.12,43.86,27.62,1009.92,56.47
21.75,75.31,21.38,1014.34,71.36
34.61,74.87,23.0,991.74,82.24
30.49,78.59,3.27,1015.74,57.63
34.25,69.73,15.18,994.33,70.73
34.23,76.31,29.23,996.27,85.31
25.32,47.78,24.32,1011.85,56.79
25.04,44.32,1.88,995.56,44.9
29.41,89.94,21.48,997.58,84.83
38.24,65.5,1.59,1011.51,46.93
24.23,59.12,6.94,1011.99,51.46
24.08,96.04,3.89,998.05,77.29
28.86,55.32,18.01,991.98,64.35
31.06,88.31,20.87,1011.3,76.43
27.73,59.97,11.24,1018.39,46.39
38.7,71.83,28.0,998.52,82.01
20.98,99.04,29.3,1002.54,100.96
30.82,49.42,8.4,1002.45,52.85
39.76,93.11,10.94,1015.05,71.1
38.67,71.2,2.65,1000.27,62.74
20.04,60.93,8.12,1009.44,57.05
32.46,51.18,3.28,1006.47,46.29
31.94,75.77,6.57,1010.58,59.87
34.68,63.8,10.22,1005.87,58.88
21.11,48.47,11.51,1009.42,52.26
33.81,54.83,21.81,995.5,67.69
32.43,46.47,2.6,993.35,47.04
25.81,75.73,20.33,995.35,78.97
38.45,42.67,7.3,1011.05,40.32
33.19,66.14,5.92,991.77,60.99
36.56,94.44,28.17,1008.91,89.74
34.64,45.17,10.3,1015.49,43.63
28.3,89.7,2.12,999.33,67.32
25.38,71.97,11.66,992.7,71.91
20.67,42.9,25.46,998.76,59.36
24.9,78.81,22.99,994.74,85.73
36.09,40.12,27.6,998.27,63.74
25.04,91.42,19.23,1002.51,84.59
27.78,44.86,15.51,996.09,52.02
31.73,91.13,24.35,991.54,90.92
38.8,82.75,21.05,1011.22,79.24
29.25,94.55,6.23,1012.17,68.88
34.98,88.66,10.23,991.31,83.49
39.25,93.53,23.31,993.07,88.85
32.6,67.89,25.33,1008.45,75.58
28.64,56.56,5.12,1017.65,46.06
34.38,78.66,16.65,1017.2,64.95
31.09,98.8,6.31,994.06,78.68
21.97,76.16,20.68,992.06,85.38
38.33,85.28,22.4,997.15,82.94
39.95,70.75,20.52,1002.02,68.27
27.91,49.95,16.93,1003.58,59.35
38.24,60.37,23.68,1007.86,64.28
37.18,67.89,2.21,991.59,60.21
36.76,86.4,2.17,1010.73,68.19
27.11,53.04,21.09,1013.1,60.73
36.54,51.15,16.52,1007.94,51.72
39.0,82.73,18.57,993.43,84.62
20.12,46.35,25.05,997.3,65.71
28.47,64.18,8.49,1000.49,62.18
39.29,83.69,13.51,993.7,75.05
27.95,49.86,24.26,995.34,62.65
29.04,50.08,8.03,1015.15,39.24
33.75,63.71,2.48,992.98,60.3
35.42,44.81,0.5,1019.16,34.64
39.31,81.81,14.04,1013.34,66.11
24.85,75.14,20.36,992.76,78.0
29.41,61.4,21.77,1002.13,63.45
30.73,64.38,5.07,1009.59,57.76
34.52,71.4,5.05,1000.84,57.88
30.14,92.22,5.58,1008.94,68.08
35.65,64.14,11.44,1009.57,62.36
34.04,57.22,1.7,1010.95,43.94
37.14,49.17,17.5,1015.54,49.93
28.6,92.15,16.54,1000.4,80.48
39.24,66.62,29.61,1019.93,66.43
33.71,58.61,4.87,992.64,58.2
26.58,80.47,19.01,1013.11,67.4
29.56,64.46,11.68,998.54,66.57
21.84,55.14,6.93,1001.12,53.95
24.67,40.62,25.76,1003.94,57.86
38.11,65.89,1.23,997.61,58.78
22.65,93.7,28.49,994.29,96.5
28.05,43.4,20.0,1004.62,59.14
38.1,86.05,14.17,1017.72,70.1
21.25,88.49,2.85,1014.29,59.37
29.95,87.22,17.78,992.84,89.54
29.9,88.79,19.04,1000.52,82.72
38.41,45.26,21.73,1002.26,60.63
33.37,40.65,12.32,991.57,51.42
28.13,66.59,0.7,993.73,55.27
35.03,76.75,28.46,1013.86,76.84
22.57,92.91,25.71,994.21,93.51
27.31,79.0,5.46,1001.26,69.35
22.88,44.53,19.07,1014.87,52.39
31.39,45.82,23.97,1007.59,58.43
30.96,46.39,24.8,1013.27,51.07
32.71,95.67,16.13,998.11,81.51
38.84,54.02,13.19,1008.62,55.56
35.33,50.05,10.35,1015.8,44.05
35.6,73.03,9.65,1015.09,57.23
31.59,88.15,24.69,998.51,84.99
37.75,64.4,2.19,1013.97,49.1
32.35,80.09,6.65,1016.59,56.23
36.11,60.47,3.53,1004.04,51.1
26.03,99.98,8.33,1006.23,75.98
39.41,64.27,0.84,999.59,51.41
22.67,71.8,13.65,1018.31,56.59
32.06,60.98,0.26,1000.01,56.04
26.82,89.89,1.06,992.85,72.68
37.0,49.63,21.62,998.49,59.61
30.78,88.14,12.36,990.02,85.57
36.82,60.87,28.51,1011.49,72.01
39.5,96.46,6.57,1007.52,73.48
38.03,85.95,6.7,996.57,69.29
25.29,63.41,28.47,993.1,74.48
28.01,89.26,10.45,1010.3,71.91
23.06,81.86,20.98,994.09,82.88
29.24,71.48,2.54,1004.04,60.58
21.3,60.87,14.52,1007.55,58.82
21.98,54.14,14.85,991.66,64.1
23.06,47.38,9.16,993.04,54.68
22.52,57.28,1.45,999.1,51.3
33.77,54.8,10.07,1017.97,48.13
37.17,62.0,9.25,994.23,66.5
25.6,62.57,6.98,994.16,60.96
28.61,93.59,29.14,1014.93,84.37
29.59,41.16,20.32,1008.87,46.52
37.96,65.51,6.86,1010.2,59.25
36.29,49.45,17.3,995.22,64.6
32.12,47.36,12.35,1009.95,48.61
35.66,66.95,0.45,990.02,63.18
22.37,51.99,13.07,994.12,57.25
39.17,84.86,29.23,1007.81,84.48
38.01,67.42,5.42,1016.27,47.09
38.71,75.55,13.75,1012.89,66.3
20.39,43.11,27.46,997.0,65.24
28.8,65.23,7.85,1001.98,59.77
31.57,64.08,23.77,1008.64,64.1
38.42,59.82,24.64,1012.74,67.13
24.2,94.55,15.84,993.28,91.12
39.03,71.41,25.9,995.85,78.98
36.18,58.12,18.37,1010.83,57.63
30.18,50.74,7.64,1008.63,47.23
37.49,80.47,28.56,1015.04,77.7
39.47,90.16,8.53,1012.46,66.39
31.64,64.67,8.27,1008.51,58.84
39.67,80.46,11.24,1018.7,60.14
32.15,68.08,2.0,999.29,55.08
35.97,49.84,12.03,1014.87,50.1
26.37,98.7,10.74,999.38,82.96
26.96,93.57,16.74,1015.64,79.65
29.68,79.45,11.34,1016.62,67.66
24.95,93.18,9.41,1008.08,79.19
23.73,68.92,28.19,1013.99,72.78
27.92,97.02,19.32,1010.29,79.82
21.97,51.12,13.7,1015.72,49.95
25.06,59.77,7.61,1007.97,56.42
25.45,99.6,26.97,1008.58,91.84
23.48,89.62,29.76,1018.21,81.62
30.45,49.25,12.17,996.3,55.44
26.33,45.91,9.44,1003.38,47.16
27.91,87.99,25.36,994.75,95.1
32.24,77.33,14.3,1002.04,71.13
24.09,56.49,18.8,1000.9,67.06
36.42,87.34,12.29,1004.58,76.59
21.2,90.28,28.45,996.58,92.02
26.78,57.26,3.89,1015.47,46.43
22.48,67.29,23.97,994.32,79.56
24.32,52.61,18.76,994.18,62.55
38.81,85.38,16.43,1001.65,73.64
25.45,79.02,6.7,1017.99,60.52
34.53,80.98,8.94,999.69,66.76
31.89,83.06,0.28,997.09,65.07
32.7,46.39,1.15,1018.04,29.93
39.27,94.26,11.37,1017.67,67.15
21.96,59.25,15.21,990.29,66.85
37.53,53.97,3.12,1012.0,47.67
28.88,61.09,28.83,1008.32,70.96
29.41,48.84,7.39,993.21,53.19
29.53,82.54,23.71,990.86,83.38
34.87,76.21,1.06,1008.38,53.59
31.49,54.95,16.07,994.34,60.1
29.48,99.49,27.98,998.44,100.14
39.64,40.32,28.18,996.47,60.71
20.43,96.35,26.03,996.8,92.29
38.41,99.38,12.11,1008.48,77.86
21.92,91.11,4.64,1004.56,68.75
33.03,66.16,18.04,1014.65,57.9
35.43,63.66,7.12,1011.65,50.43
30.28,90.61,27.29,1010.53,86.3
22.98,65.68,7.15,997.86,59.88
20.51,47.05,6.3,1002.19,42.63
21.07,70.93,13.78,1008.27,68.8
24.71,92.04,21.76,991.37,89.59
23.39,58.18,24.61,1006.24,66.75
20.74,69.42,17.24,1001.64,65.41
