Weight,Duration,HeartRate,ExerciseType,Calories
77.97,20.84,104.06,Cycling,152.97
74.84,36.17,140.0,Cycling,261.15
61.71,74.48,154.52,Walking,353.61
74.67,61.92,122.04,Cycling,402.29
91.09,39.6,139.5,Walking,209.84
77.92,28.11,168.63,Cycling,239.23
67.13,20.61,151.34,Cycling,182.86
88.89,41.12,95.76,Cycling,279.78
54.68,89.59,164.56,Running,769.23
96.43,50.67,126.94,Cycling,345.03
89.16,45.72,151.47,Walking,226.27
84.91,61.61,152.51,Cycling,418.13
76.48,79.33,159.76,Walking,382.06
81.44,74.4,123.44,Cycling,485.22
96.32,73.33,114.72,Cycling,496.3
69.94,61.05,169.85,Walking,298.36
77.77,82.76,138.26,Running,697.17
64.34,13.02,111.81,Walking,92.54
50.08,14.76,140.88,Walking,98.14
69.86,87.99,114.75,Running,750.57
64.02,80.63,119.38,Walking,351.76
68.18,66.54,169.64,Running,579.36
92.58,31.38,141.85,Running,310.64
56.2,61.84,103.24,Walking,286.31
69.58,48.1,92.81,Cycling,317.29
58.56,76.28,135.44,Walking,349.65
72.65,37.29,146.74,Running,361.18
79.06,24.88,151.08,Cycling,195.41
87.04,34.44,154.15,Walking,200.83
91.02,49.37,129.53,Walking,235.11
55.36,60.91,104.82,Running,516.23
55.76,42.64,127.4,Walking,228.82
74.71,42.5,103.15,Cycling,281.98
58.04,89.14,150.23,Cycling,595.5
97.89,39.61,116.86,Running,361.47
84.16,39.99,96.25,Cycling,291.77
52.28,36.15,115.04,Cycling,242.09
93.4,64.82,130.56,Walking,315.32
88.12,61.59,128.01,Running,534.6
64.76,64.59,97.49,Running,549.22
70.0,53.82,159.27,Cycling,377.38
92.01,44.78,129.85,Running,408.47
63.08,72.31,156.86,Cycling,472.49
72.62,60.04,101.59,Cycling,398.06
52.73,73.8,153.31,Running,632.07
79.85,24.29,107.56,Cycling,181.81
78.74,42.94,132.86,Walking,226.75
95.94,13.08,158.57,Walking,103.66
56.95,22.41,134.85,Walking,148.26
57.9,17.32,92.61,Running,169.32
51.25,75.73,110.97,Walking,339.22
74.98,25.07,112.08,Walking,130.75
54.04,14.48,99.13,Running,165.06
89.87,24.85,116.37,Walking,138.92
61.48,40.94,95.62,Cycling,280.25
51.61,18.87,144.25,Cycling,149.6
51.96,52.15,90.17,Running,444.77
56.51,14.66,116.79,Running,151.26
56.54,45.0,98.42,Running,392.78
65.03,77.15,162.47,Walking,364.05
61.99,66.76,140.18,Cycling,444.45
62.63,16.35,120.39,Cycling,145.69
88.65,80.12,99.87,Walking,367.07
70.59,22.75,166.78,Cycling,183.52
82.54,47.7,142.19,Cycling,330.95
73.2,76.58,161.19,Running,680.65
73.26,40.95,127.6,Cycling,286.55
74.85,81.7,162.79,Cycling,550.14
95.15,55.89,123.58,Running,507.83
93.46,67.56,144.14,Cycling,446.22
75.74,38.35,105.0,Cycling,265.05
81.0,78.6,114.79,Walking,370.48
66.07,64.82,143.22,Walking,312.74
64.25,63.75,104.16,Walking,303.86
55.3,65.84,159.88,Walking,331.37
90.92,17.35,91.52,Walking,95.81
56.21,43.96,94.97,Cycling,311.13
62.64,80.5,94.38,Running,671.0
54.63,53.4,98.15,Cycling,346.44
73.42,71.71,153.91,Running,635.06
78.88,41.75,158.13,Walking,221.91
96.31,87.85,101.52,Walking,401.89
75.15,12.51,98.0,Running,127.05
69.14,79.16,167.61,Cycling,530.38
64.52,40.39,118.0,Cycling,271.28
50.72,14.97,110.03,Running,142.98
65.81,59.93,130.16,Cycling,391.73
50.84,55.96,93.23,Running,489.11
57.07,20.25,132.12,Walking,118.49
60.92,42.01,144.98,Walking,227.08
64.93,79.26,142.45,Walking,352.23
73.93,21.74,129.35,Walking,137.11
56.73,39.35,134.93,Walking,201.03
89.03,37.25,160.23,Running,363.64
75.94,49.25,92.85,Walking,239.27
50.56,51.85,104.17,Walking,239.48
62.38,39.57,163.62,Walking,221.28
74.59,87.26,135.62,Cycling,568.0
64.49,20.14,128.11,Running,214.54
94.23,24.6,113.02,Walking,147.8
77.4,35.07,98.62,Running,322.54
73.27,85.03,103.2,Walking,376.17
74.71,14.44,125.96,Running,149.47
62.09,37.4,153.17,Running,345.46
98.48,86.0,142.73,Running,734.87
97.5,37.11,90.44,Cycling,271.61
95.76,17.6,107.74,Running,190.28
99.77,63.29,164.5,Cycling,453.53
66.75,23.46,127.24,Cycling,171.17
89.72,32.29,135.22,Running,316.96
67.14,63.87,154.68,Walking,311.75
64.55,33.03,95.6,Walking,173.79
82.16,79.15,103.25,Walking,369.34
77.94,15.91,147.84,Walking,107.78
95.41,79.21,143.45,Running,687.82
74.69,34.4,109.57,Cycling,252.87
96.33,43.85,95.08,Running,398.98
50.94,35.73,161.83,Walking,194.12
65.0,10.63,160.67,Running,131.4
60.21,51.8,130.59,Running,473.17
60.69,75.05,151.22,Cycling,491.52
65.85,67.9,121.23,Running,571.75
75.01,35.78,167.9,Running,352.2
70.47,13.49,111.34,Cycling,111.43
65.38,21.93,140.84,Cycling,175.29
58.56,17.69,105.04,Running,165.53
79.49,41.37,120.09,Walking,197.52
72.85,79.85,140.24,Running,680.44
96.35,42.02,112.79,Walking,217.5
69.57,51.06,139.82,Walking,254.75
67.61,73.83,124.42,Running,638.96
64.4,21.7,98.31,Running,223.29
76.57,38.16,137.44,Running,365.99
76.74,49.01,139.15,Walking,248.26
95.77,74.57,136.67,Cycling,500.27
64.57,52.36,154.39,Walking,268.86
87.9,16.38,138.61,Walking,114.56
56.25,27.79,168.08,Walking,154.65
89.59,29.77,135.95,Walking,174.67
54.29,29.33,140.58,Walking,157.29
52.63,75.09,143.17,Cycling,506.75
83.63,82.02,93.17,Walking,360.15
61.05,57.13,110.74,Running,483.67
64.89,25.06,136.63,Running,247.66
80.74,89.01,95.13,Running,744.5
51.51,82.27,96.72,Running,680.99
63.76,25.49,141.29,Cycling,206.77
61.7,31.03,161.84,Cycling,244.87
82.96,11.19,106.36,Running,122.59
60.66,50.19,106.92,Cycling,351.3
97.96,32.68,141.89,Running,324.96
74.14,87.98,139.83,Walking,404.6
92.34,54.16,136.34,Cycling,378.85
66.29,22.64,158.65,Running,238.41
85.43,44.36,113.37,Walking,218.17
64.36,86.89,154.69,Running,749.68
61.89,79.1,132.16,Running,687.84
82.74,12.43,90.14,Walking,71.42
94.18,40.72,158.96,Cycling,292.15
77.89,54.0,151.06,Walking,263.2
99.51,73.08,138.91,Walking,348.87
79.03,36.85,140.91,Cycling,274.98
90.49,31.46,102.27,Cycling,222.44
79.14,59.27,108.65,Walking,279.78
64.02,27.81,169.73,Walking,163.42
81.59,78.11,129.58,Cycling,508.85
97.54,76.61,149.35,Cycling,501.02
79.88,66.41,124.7,Walking,324.74
96.99,86.0,168.72,Walking,395.7
54.16,89.98,159.33,Walking,412.76
55.59,18.48,116.15,Walking,106.33
58.81,72.55,154.46,Cycling,487.09
85.52,89.12,92.28,Running,739.4
88.93,57.13,167.04,Running,526.72
59.22,41.67,131.08,Running,387.01
78.42,82.8,137.8,Cycling,534.21
74.03,66.56,120.59,Walking,295.8
62.47,57.49,91.97,Running,504.92
75.94,40.58,151.83,Running,381.65
75.62,61.52,109.37,Walking,275.6
71.65,36.69,122.79,Running,330.28
99.89,42.76,93.59,Walking,200.47
50.16,61.93,134.66,Cycling,415.22
94.39,39.94,149.74,Cycling,308.43
86.37,45.16,140.33,Walking,234.04
85.63,76.33,97.18,Running,656.59
53.35,34.02,134.55,Cycling,260.35
64.5,61.49,138.08,Cycling,402.81
58.63,52.25,98.63,Cycling,358.89
73.64,16.46,154.12,Cycling,164.53
66.23,80.03,126.01,Running,675.03
65.6,35.07,94.64,Running,315.48
99.31,17.59,151.0,Cycling,170.37
86.47,76.14,94.95,Cycling,488.66
80.93,39.34,107.11,Cycling,263.19
93.89,86.31,104.41,Cycling,570.45
58.91,18.45,136.24,Cycling,147.85
87.9,20.3,157.81,Running,229.83
55.39,53.98,90.25,Running,475.6
60.1,28.04,93.9,Running,250.4
97.29,54.05,92.79,Walking,255.0
53.52,86.9,97.8,Walking,380.79
89.91,36.99,169.09,Cycling,268.92
60.07,36.81,130.31,Walking,201.49
99.32,85.53,149.38,Running,740.65
70.19,17.5,105.39,Running,168.21
52.32,50.73,155.48,Cycling,349.19
77.15,30.54,131.43,Walking,169.5
59.36,57.31,106.28,Running,509.06
80.53,15.32,147.68,Running,173.87
64.97,87.6,134.19,Cycling,559.58
94.3,23.65,102.56,Running,224.57
86.67,84.8,109.82,Running,714.13
83.73,70.54,125.9,Running,623.03
54.18,37.33,102.76,Running,343.34
52.05,36.32,118.72,Running,324.25
96.09,83.75,151.14,Cycling,564.05
70.25,63.89,126.62,Walking,310.02
92.41,45.75,146.46,Walking,230.41
71.23,68.49,113.23,Walking,308.89
98.98,70.47,149.25,Running,620.3
84.34,31.82,164.19,Cycling,246.49
56.31,50.43,97.11,Cycling,336.08
96.13,25.56,151.16,Running,273.65
74.98,71.69,107.22,Cycling,464.46
87.39,80.95,115.0,Cycling,523.44
78.58,45.8,126.48,Cycling,313.71
75.86,38.94,113.05,Cycling,264.53
54.0,43.83,119.25,Cycling,294.09
97.98,58.97,129.62,Running,531.48
64.98,20.08,137.13,Cycling,182.01
78.95,68.28,117.57,Walking,317.42
73.56,83.85,149.51,Running,730.4
59.91,39.7,149.83,Walking,199.8
64.5,81.13,109.98,Running,692.89
80.05,29.3,153.64,Walking,182.3
75.13,43.91,94.0,Cycling,313.55
57.57,66.06,118.6,Cycling,450.08
64.45,43.11,100.38,Walking,211.46
57.71,26.78,111.28,Running,259.96
58.0,33.66,132.57,Running,318.94
78.34,55.17,160.33,Running,498.81
96.97,54.49,133.87,Running,483.29
90.16,47.01,131.72,Cycling,329.67
88.67,50.05,129.96,Cycling,340.18
80.33,84.5,145.74,Walking,401.73
56.41,71.53,119.44,Running,624.38
75.28,39.79,129.63,Walking,213.15
82.96,34.42,116.29,Running,331.74
73.44,83.84,115.45,Cycling,531.92
72.37,49.36,157.69,Walking,262.39
54.78,41.71,148.34,Cycling,302.82
86.62,11.47,134.05,Walking,86.89
77.59,69.93,97.14,Cycling,463.68
85.97,82.38,155.37,Running,717.87
82.82,72.23,148.22,Cycling,484.23
82.55,17.51,124.89,Running,177.61
70.07,12.11,110.11,Walking,85.74
76.53,14.24,99.23,Running,141.3
83.05,41.47,102.91,Cycling,299.12
74.3,64.15,134.23,Cycling,445.7
84.76,77.79,100.39,Walking,339.29
76.87,85.94,126.96,Cycling,560.1
74.1,64.8,102.45,Cycling,429.34
51.04,73.48,100.74,Cycling,482.14
91.0,12.96,90.36,Cycling,118.42
94.65,31.83,143.15,Walking,177.83
58.27,43.9,127.22,Cycling,312.13
67.84,65.45,160.03,Cycling,449.02
63.73,19.36,155.49,Running,197.95
58.68,44.7,102.89,Cycling,290.09
75.61,46.45,123.5,Walking,237.54
61.38,53.0,139.15,Walking,258.45
85.03,53.97,124.71,Walking,249.15
72.91,47.83,100.32,Walking,214.92
82.93,83.6,119.26,Cycling,556.16
97.24,42.76,125.27,Walking,218.66
85.37,58.23,126.26,Walking,276.6
65.52,58.04,143.37,Cycling,391.59
85.74,60.62,104.62,Running,511.19
74.24,66.97,164.75,Walking,336.82
80.86,52.11,121.57,Cycling,353.88
73.26,13.69,104.25,Walking,97.38
97.16,62.03,167.46,Running,547.53
90.92,37.91,155.66,Running,363.73
68.68,33.49,123.47,Cycling,252.51
72.51,46.44,114.89,Cycling,319.98
98.97,64.64,155.77,Running,563.27
52.73,69.95,136.21,Running,618.72
68.73,74.63,146.62,Walking,359.93
90.25,88.24,98.64,Running,735.19
56.73,46.15,164.44,Cycling,342.81
95.61,51.18,151.39,Walking,264.3
51.64,63.45,155.14,Running,565.35
92.49,76.35,146.67,Running,653.07
60.61,49.18,149.05,Running,439.25
82.3,80.72,131.53,Cycling,538.25
61.1,55.01,146.39,Running,491.28
85.46,28.6,116.77,Running,263.99
85.45,17.7,160.15,Walking,126.37
73.75,63.02,168.09,Walking,312.26
70.04,82.29,137.57,Running,695.66
71.39,68.43,112.79,Walking,313.86
93.8,43.64,134.52,Running,413.46
55.77,35.78,169.23,Cycling,267.13
77.7,29.07,114.53,Cycling,208.98
73.21,42.21,140.53,Cycling,301.59
62.35,12.09,160.88,Walking,117.79
95.24,61.34,131.01,Walking,281.94
85.24,89.01,105.06,Running,761.54
68.51,27.81,138.18,Running,270.61
55.84,63.21,169.79,Walking,319.68
66.46,81.49,157.05,Walking,390.56
94.27,39.16,97.26,Walking,184.37
80.89,77.46,109.76,Cycling,501.89
50.26,38.47,147.73,Running,367.89
70.69,81.71,128.09,Running,695.24
72.85,48.6,150.82,Walking,254.48
83.24,62.14,165.81,Walking,316.9
55.19,28.04,107.38,Cycling,216.28
82.45,20.29,108.08,Cycling,163.06
83.18,41.44,154.79,Cycling,308.34
78.51,57.04,122.14,Cycling,386.79
85.0,33.32,162.15,Cycling,248.1
90.94,89.17,141.5,Cycling,582.68
61.5,17.0,159.83,Cycling,148.26
63.22,47.85,125.43,Walking,242.89
59.23,89.0,158.84,Running,770.98
65.39,74.49,147.62,Running,647.37
77.46,33.22,120.74,Cycling,240.5
68.36,77.88,101.96,Running,650.1
83.03,40.07,103.41,Walking,196.91
96.44,60.08,142.7,Running,543.29
66.79,67.74,148.27,Walking,326.39
90.63,10.15,152.93,Running,140.54
53.09,22.86,114.05,Running,223.47
67.71,58.96,95.84,Running,517.42
97.0,74.55,167.73,Walking,364.47
96.3,24.01,124.61,Running,241.11
71.74,41.88,109.71,Cycling,283.92
63.69,77.73,103.11,Running,653.66
91.2,19.27,121.48,Running,212.75
56.47,37.61,137.35,Walking,184.53
53.19,65.74,97.62,Cycling,418.93
86.61,23.48,166.67,Walking,160.36
98.69,58.09,121.06,Cycling,385.86
73.0,42.03,125.33,Running,374.18
53.75,58.53,167.86,Cycling,411.3
77.79,54.39,108.22,Running,477.68
50.21,11.72,141.67,Walking,83.21
50.49,29.6,138.86,Running,283.25
65.16,80.89,120.75,Running,693.57
75.44,47.38,167.02,Running,445.94
99.01,66.0,154.3,Running,594.28
74.56,25.13,134.99,Cycling,210.42
83.11,60.76,116.9,Running,533.28
74.88,35.71,134.99,Running,327.28
69.88,54.96,131.05,Walking,280.34
77.65,40.09,117.61,Cycling,282.52
84.62,38.05,123.75,Cycling,288.18
53.94,57.19,102.01,Cycling,369.61
81.27,15.04,135.1,Running,180.36
54.98,42.43,139.94,Walking,211.49
70.12,72.0,169.61,Cycling,481.58
52.28,38.32,153.53,Cycling,278.51
67.73,47.49,151.79,Walking,251.36
62.8,85.34,154.95,Cycling,579.31
60.09,71.13,110.92,Running,621.14
70.08,21.55,163.56,Walking,148.79
77.0,64.84,103.62,Cycling,422.57
69.83,86.03,120.34,Running,726.87
50.58,74.06,128.47,Running,624.02
67.65,27.85,96.47,Walking,152.71
57.91,84.44,138.5,Running,724.14
62.0,33.67,145.39,Walking,185.25
99.53,76.65,110.8,Cycling,513.15
82.06,57.76,91.04,Cycling,380.94
57.86,52.4,128.17,Cycling,356.85
86.48,82.87,97.59,Cycling,535.67
51.22,43.07,107.95,Cycling,287.95
95.6,40.95,105.28,Walking,214.71
60.67,48.88,117.7,Running,445.09
92.12,69.25,92.78,Cycling,454.35
55.56,22.39,91.36,Cycling,162.26
76.32,17.64,117.49,Cycling,144.22
81.02,10.75,96.63,Running,112.39
83.07,47.26,104.14,Walking,227.81
57.52,87.1,108.2,Walking,392.51
71.5,74.53,161.73,Walking,352.95
99.56,45.27,110.36,Cycling,327.54
67.28,47.05,164.05,Walking,237.19
73.06,50.37,163.8,Running,459.99
99.48,39.01,102.56,Walking,204.44
93.81,12.42,143.78,Walking,107.51
62.11,48.21,92.33,Cycling,331.28
54.06,45.41,145.03,Running,409.03
64.18,83.07,123.71,Running,697.01
62.58,41.88,154.21,Running,379.01
67.08,88.06,161.55,Walking,418.4
97.46,80.16,110.95,Running,675.09
97.53,16.65,142.86,Cycling,146.46
80.03,32.47,132.89,Cycling,232.64
57.38,11.49,96.32,Walking,77.11
93.76,20.06,90.46,Cycling,152.76
86.45,11.93,156.74,Cycling,120.96
69.1,38.45,94.9,Running,356.41
85.56,16.15,151.95,Cycling,138.5
91.91,35.41,131.2,Cycling,247.0
86.07,79.81,110.81,Running,666.6
96.38,24.91,137.7,Cycling,212.05
63.3,77.18,152.61,Walking,358.65
82.33,72.12,162.37,Cycling,496.39
61.87,20.15,98.3,Running,182.53
75.63,38.87,114.1,Walking,188.73
90.25,71.67,117.82,Running,628.51
85.24,81.08,135.72,Cycling,538.61
88.66,22.63,99.91,Walking,126.83
63.91,88.67,156.94,Running,765.13
90.85,10.13,128.34,Cycling,105.28
65.87,11.14,131.48,Running,124.69
89.58,57.7,103.93,Cycling,395.06
97.79,74.0,150.42,Running,633.75
68.07,43.18,100.52,Walking,197.88
80.71,14.26,168.33,Cycling,132.49
61.7,31.39,108.0,Cycling,221.16
53.8,26.57,98.67,Cycling,197.57
71.36,20.57,131.23,Walking,126.83
66.97,56.82,161.86,Cycling,396.65
65.82,31.74,131.12,Running,299.47
59.01,49.7,98.27,Walking,221.36
64.11,72.18,160.26,Running,624.28
99.59,27.01,150.62,Running,264.47
79.97,29.18,131.5,Cycling,224.19
86.84,38.4,98.74,Cycling,264.74
52.26,48.55,151.86,Cycling,354.17
87.95,82.7,137.97,Walking,368.99
92.91,51.04,134.99,Walking,266.27
74.36,36.9,110.89,Running,323.04
95.79,37.71,139.53,Cycling,270.62
84.27,86.68,91.67,Running,730.76
93.3,84.01,164.4,Walking,395.56
91.05,41.03,92.25,Cycling,292.63
76.04,70.31,95.43,Running,584.65
53.4,23.5,129.09,Running,219.54
74.94,80.84,166.61,Cycling,548.13
81.5,20.86,120.97,Walking,115.79
81.32,23.58,164.15,Cycling,193.54
56.78,79.31,101.72,Cycling,511.6
76.74,69.01,106.85,Cycling,455.02
89.57,45.76,113.02,Walking,212.54
69.31,84.48,151.83,Running,716.84
65.7,68.71,140.34,Cycling,449.94
56.32,77.49,162.34,Walking,373.5
85.38,15.96,137.55,Running,165.09
64.14,73.7,111.38,Cycling,481.18
50.19,34.88,115.72,Cycling,240.33
95.41,83.45,169.6,Running,739.58
72.06,65.92,148.03,Running,568.31
50.74,89.59,105.6,Cycling,588.75
86.98,86.37,101.8,Cycling,566.3
58.61,88.77,144.33,Walking,412.85
57.59,71.82,142.05,Cycling,493.1
88.72,84.53,107.34,Running,708.62
57.55,45.73,116.57,Cycling,300.25
79.88,69.48,166.76,Running,605.0
91.4,59.71,115.39,Walking,268.47
87.21,34.52,122.52,Running,334.64
64.0,59.67,114.56,Cycling,400.97
62.52,37.13,154.08,Running,338.1
83.72,32.78,125.67,Cycling,242.37
52.89,39.14,142.13,Running,348.01
67.31,28.94,121.37,Walking,156.07
58.86,83.19,144.28,Cycling,542.05
56.43,80.77,137.22,Cycling,531.21
67.84,45.25,100.1,Cycling,318.11
62.26,61.42,142.4,Walking,303.5
71.2,46.93,90.65,Walking,220.37
52.55,25.45,138.61,Cycling,185.72
82.42,29.37,135.95,Walking,164.21
99.84,70.4,130.54,Walking,330.26
67.24,21.93,169.04,Cycling,197.54
95.24,77.81,163.1,Cycling,533.2
84.18,71.75,130.39,Running,629.72
91.37,49.75,117.54,Walking,251.44
61.24,33.05,164.01,Walking,199.14
91.35,62.37,106.6,Walking,283.12
56.02,22.66,143.56,Cycling,175.81
94.56,53.76,136.87,Running,466.83
96.83,50.47,145.74,Cycling,368.58
95.2,80.39,127.23,Walking,364.31
55.76,54.98,153.77,Cycling,390.33
60.97,32.22,132.79,Walking,166.14
62.74,62.71,148.74,Walking,311.61
54.78,53.1,126.55,Cycling,365.83
80.28,10.01,115.73,Cycling,98.7
80.47,43.86,168.76,Cycling,334.33
74.1,26.62,127.7,Walking,148.46
52.97,74.52,150.01,Cycling,495.41
83.15,11.58,149.54,Running,153.75
65.94,27.03,125.17,Cycling,208.7
57.21,65.0,108.23,Cycling,414.73
62.68,26.52,123.42,Cycling,192.7
63.47,34.48,132.87,Walking,180.34
90.27,87.33,142.42,Running,756.09
64.78,50.32,144.37,Cycling,345.74
95.44,19.41,116.39,Running,199.55
75.96,15.39,109.28,Running,165.9
94.46,27.6,120.66,Cycling,218.93
78.19,70.29,147.88,Walking,328.01
97.33,52.96,162.99,Walking,275.85
54.23,16.6,130.14,Walking,117.75
62.01,89.09,112.12,Cycling,563.84
53.57,66.88,125.89,Walking,307.52
72.99,50.62,140.92,Walking,246.34
95.32,27.1,129.1,Walking,150.11
93.45,11.87,100.52,Walking,88.22
55.71,59.94,145.88,Walking,294.85
66.64,13.13,122.52,Walking,85.55
89.52,85.56,101.44,Cycling,548.45
52.83,35.28,140.25,Running,330.33
64.83,70.97,160.22,Cycling,476.99
89.5,31.51,162.93,Cycling,245.21
56.41,87.64,126.61,Cycling,556.94
66.44,41.73,100.29,Running,362.28
75.43,86.46,97.61,Running,730.29
90.27,55.94,139.37,Walking,269.94
87.28,55.84,107.0,Walking,278.68
85.93,35.37,131.05,Cycling,263.98
75.28,37.73,135.65,Cycling,277.78
54.57,62.7,166.28,Cycling,416.68
89.54,43.61,138.05,Walking,230.63
67.46,38.9,114.84,Walking,185.68
99.88,51.72,105.75,Walking,260.04
65.16,52.79,92.47,Walking,236.48
77.19,68.21,96.74,Walking,298.74
76.14,17.49,117.14,Running,183.86
64.62,42.18,104.58,Cycling,301.13
93.31,66.2,143.64,Running,573.87
80.29,57.41,116.93,Running,498.02
83.47,77.41,133.61,Running,664.62
99.97,45.21,158.2,Walking,252.94
90.09,88.67,163.92,Walking,413.76
99.91,38.88,154.38,Running,376.47
87.74,42.88,165.37,Cycling,315.05
96.01,10.73,114.49,Cycling,97.39
82.68,67.87,141.29,Cycling,459.36
72.95,81.04,116.13,Running,698.04
68.89,52.17,109.14,Walking,256.31
54.69,48.89,113.59,Cycling,342.96
60.8,81.49,162.45,Walking,382.94
90.69,82.55,144.09,Running,718.77
57.77,63.94,138.98,Running,560.41
68.63,72.49,146.88,Cycling,488.81
77.29,18.97,159.65,Cycling,180.49
70.91,67.54,148.75,Walking,333.0
86.74,82.2,108.49,Cycling,544.74
73.43,57.66,108.64,Running,508.6
88.59,48.14,90.4,Running,420.72
86.35,82.33,115.57,Cycling,545.92
95.18,12.39,168.31,Cycling,131.2
68.62,81.19,142.36,Running,712.82
79.53,64.28,167.44,Walking,307.32
99.58,26.39,116.61,Walking,146.24
51.59,86.51,152.74,Cycling,565.64
69.45,12.59,169.32,Running,143.47
57.86,42.29,140.85,Walking,231.1
69.41,65.41,142.72,Running,560.56
51.02,44.92,143.16,Running,418.29
56.83,35.32,125.42,Walking,182.47
85.01,86.02,110.15,Cycling,560.86
71.62,19.15,143.56,Running,217.41
90.09,55.05,169.03,Cycling,389.38
74.05,48.48,98.55,Running,426.85
60.07,37.4,98.71,Running,328.76
95.03,62.12,151.52,Walking,314.66
97.09,74.36,102.06,Cycling,488.14
96.91,22.02,164.71,Cycling,179.93
80.91,64.27,164.77,Cycling,443.18
91.69,10.55,114.55,Cycling,116.19
66.08,14.04,110.41,Cycling,132.28
77.75,74.56,129.3,Running,630.01
52.56,18.86,160.27,Cycling,174.09
66.04,88.58,164.12,Walking,413.97
63.67,60.76,122.29,Running,540.76
61.82,14.27,93.73,Running,149.88
60.39,61.17,158.89,Running,549.83
99.06,39.96,102.73,Running,353.23
80.4,32.42,145.88,Walking,186.74
70.55,34.97,135.76,Running,329.31
89.75,22.7,127.29,Walking,141.77
90.23,70.67,119.4,Walking,340.86
62.62,47.99,105.52,Walking,224.43
64.94,81.05,103.44,Running,693.34
82.51,89.25,93.21,Running,740.73
90.96,75.6,155.31,Running,661.71
93.18,44.38,154.52,Walking,244.39
97.81,22.86,161.62,Running,238.75
62.93,11.76,150.63,Walking,102.5
87.07,24.89,146.22,Running,265.01
72.57,28.15,160.3,Running,287.16
56.04,85.48,124.37,Running,726.09
59.02,28.87,139.11,Cycling,210.29
66.49,27.06,167.8,Running,285.37
57.92,29.37,158.02,Walking,162.08
56.78,16.98,169.76,Walking,132.1
77.32,63.0,91.1,Running,540.22
53.17,13.56,129.83,Running,139.2
56.26,13.43,134.98,Walking,112.23
91.84,30.11,120.42,Running,279.0
96.25,59.94,147.07,Cycling,423.55
62.08,72.73,101.12,Walking,317.69
66.28,27.4,126.45,Cycling,196.83
96.85,55.47,162.27,Cycling,385.68
66.74,40.1,90.2,Walking,196.53
93.23,41.08,98.97,Cycling,280.72
81.08,56.0,94.16,Running,485.82
92.04,41.32,119.78,Running,361.97
86.47,66.39,139.77,Cycling,461.5
81.7,36.7,122.77,Cycling,253.75
90.41,49.38,102.73,Running,434.94
76.25,41.12,126.93,Running,367.89
51.68,60.71,114.12,Running,517.11
62.9,55.54,157.35,Running,485.55
99.43,86.83,118.78,Walking,395.21
79.79,70.05,97.6,Walking,324.34
99.35,31.63,133.45,Walking,167.66
92.56,27.4,125.76,Cycling,206.08
74.17,50.32,92.99,Walking,246.84
53.8,46.52,104.24,Cycling,327.18
96.57,43.23,165.03,Running,414.05
90.52,19.41,166.47,Walking,130.92
84.63,17.73,139.39,Running,194.9
91.95,33.77,94.7,Cycling,244.39
76.9,21.73,105.29,Running,199.97
81.04,86.08,102.04,Running,738.82
74.28,59.83,147.52,Running,538.56
54.22,86.03,132.23,Cycling,573.77
60.53,43.0,117.64,Cycling,289.18
99.15,78.17,97.84,Running,669.46
90.24,55.9,166.16,Walking,296.03
65.9,75.1,166.77,Walking,359.91
71.63,57.95,149.65,Walking,290.4
99.75,15.32,128.0,Running,180.74
59.54,38.79,123.01,Walking,210.37
50.98,28.82,167.04,Walking,165.96
91.72,11.04,154.24,Running,131.63
79.63,75.89,120.56,Running,637.06
57.05,84.34,120.81,Walking,393.31
79.01,62.58,109.29,Running,547.36
56.73,43.23,167.18,Running,404.51
89.82,22.11,167.75,Walking,132.92
83.48,24.4,125.28,Running,242.32
70.36,63.81,126.55,Walking,296.12
55.03,86.37,118.69,Running,732.9
69.52,56.77,151.1,Walking,287.92
89.99,35.83,140.91,Running,323.16
66.32,29.39,125.94,Walking,171.36
94.57,69.18,157.4,Running,595.99
83.04,87.93,101.95,Cycling,558.92
61.62,84.59,129.81,Cycling,561.63
99.31,39.42,151.44,Walking,218.09
59.04,46.38,134.9,Walking,226.92
67.38,71.36,159.13,Walking,342.71
83.35,18.2,131.13,Walking,108.21
92.21,79.7,121.2,Cycling,526.28
89.7,37.67,140.7,Running,348.79
84.52,73.67,136.37,Walking,356.65
80.98,52.4,124.44,Walking,264.9
97.11,84.6,123.85,Cycling,555.51
81.46,80.92,124.82,Cycling,533.19
94.13,69.12,162.71,Running,601.49
63.98,74.46,157.76,Walking,360.31
74.2,78.78,112.45,Running,674.65
99.27,66.6,158.85,Cycling,451.36
96.77,81.41,109.01,Cycling,529.67
67.38,43.47,147.96,Running,402.99
54.91,78.22,133.14,Cycling,522.48
69.22,51.68,153.2,Cycling,365.58
77.06,87.13,126.58,Running,738.85
81.36,43.68,99.59,Walking,225.53
99.7,54.95,108.38,Walking,248.15
70.06,70.26,109.19,Walking,331.74
59.06,49.82,131.08,Walking,247.78
74.99,73.5,158.99,Cycling,492.55
85.9,80.12,121.2,Walking,365.7
52.16,89.58,161.05,Walking,408.07
93.42,45.42,158.08,Cycling,331.67
62.01,50.6,103.57,Running,439.38
68.5,39.58,138.96,Walking,217.47
80.3,22.86,100.35,Cycling,172.22
84.86,50.18,104.58,Walking,238.36
84.49,29.14,129.06,Cycling,234.78
52.42,55.37,162.3,Walking,289.14
62.15,44.29,162.38,Cycling,329.82
66.5,37.58,130.81,Running,348.12
74.99,17.47,90.81,Walking,117.14
69.73,74.96,162.92,Running,650.66
95.95,82.85,155.24,Walking,385.92
